total_genes	n_no_effect	pos_neg_ratio	n_gRNA	pos_effect_variance	mean_pos_effect	neg_effect_variance	mean_neg_effect	depth_factors	noise_variance	sorting_fraction	path	file_id
2000	0.9	0.1	4	3	0.25	3	0.25	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.25_neg_effect_variance_3_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_258
2000	0.9	0.1	4	3	0.25	3	0.25	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.25_neg_effect_variance_3_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_259
2000	0.9	0.1	4	3	0.25	3	0.25	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.25_neg_effect_variance_3_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_260
2000	0.9	0.1	4	3	0.25	3	0.5	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.25_neg_effect_variance_3_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_261
2000	0.9	0.1	4	3	0.25	3	0.5	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.25_neg_effect_variance_3_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_262
2000	0.9	0.1	4	3	0.25	3	0.5	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.25_neg_effect_variance_3_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_263
2000	0.9	0.1	4	3	0.25	3	0.5	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.25_neg_effect_variance_3_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_264
2000	0.9	0.1	4	3	0.5	0.5	0.1	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_0.5_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_265
2000	0.9	0.1	4	3	0.5	0.5	0.1	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_0.5_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_266
2000	0.9	0.1	4	3	0.5	0.5	0.1	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_0.5_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_267
2000	0.9	0.1	4	3	0.5	0.5	0.1	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_0.5_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_268
2000	0.9	0.1	4	3	0.5	0.5	0.25	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_0.5_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_269
2000	0.9	0.1	4	3	0.5	0.5	0.25	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_0.5_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_270
2000	0.9	0.1	4	3	0.5	0.5	0.25	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_0.5_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_271
2000	0.9	0.1	4	3	0.5	0.5	0.25	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_0.5_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_272
2000	0.9	0.1	4	3	0.5	0.5	0.5	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_0.5_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_273
2000	0.9	0.1	4	3	0.5	0.5	0.5	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_0.5_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_274
2000	0.9	0.1	4	3	0.5	0.5	0.5	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_0.5_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_275
2000	0.9	0.1	4	3	0.5	0.5	0.5	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_0.5_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_276
2000	0.9	0.1	4	3	0.5	3	0.1	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_3_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_277
2000	0.9	0.1	4	3	0.5	3	0.1	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_3_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_278
2000	0.9	0.1	4	3	0.5	3	0.1	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_3_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_279
2000	0.9	0.1	4	3	0.5	3	0.1	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_3_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_280
2000	0.9	0.1	4	3	0.5	3	0.25	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_3_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_281
2000	0.9	0.1	4	3	0.5	3	0.25	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_3_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_282
2000	0.9	0.1	4	3	0.5	3	0.25	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_3_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_283
2000	0.9	0.1	4	3	0.5	3	0.25	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_3_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_284
2000	0.9	0.1	4	3	0.5	3	0.5	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_3_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_285
2000	0.9	0.1	4	3	0.5	3	0.5	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_3_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_286
2000	0.9	0.1	4	3	0.5	3	0.5	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_3_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_287
2000	0.9	0.1	4	3	0.5	3	0.5	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_4_pos_effect_variance_3_mean_pos_effect_0.5_neg_effect_variance_3_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_288
2000	0.9	0.5	10	0.5	0.1	0.5	0.1	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_0.5_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_289
2000	0.9	0.5	10	0.5	0.1	0.5	0.1	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_0.5_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_290
2000	0.9	0.5	10	0.5	0.1	0.5	0.1	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_0.5_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_291
2000	0.9	0.5	10	0.5	0.1	0.5	0.1	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_0.5_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_292
2000	0.9	0.5	10	0.5	0.1	0.5	0.25	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_0.5_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_293
2000	0.9	0.5	10	0.5	0.1	0.5	0.25	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_0.5_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_294
2000	0.9	0.5	10	0.5	0.1	0.5	0.25	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_0.5_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_295
2000	0.9	0.5	10	0.5	0.1	0.5	0.25	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_0.5_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_296
2000	0.9	0.5	10	0.5	0.1	0.5	0.5	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_0.5_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_297
2000	0.9	0.5	10	0.5	0.1	0.5	0.5	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_0.5_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_298
2000	0.9	0.5	10	0.5	0.1	0.5	0.5	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_0.5_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_299
2000	0.9	0.5	10	0.5	0.1	0.5	0.5	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_0.5_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_300
2000	0.9	0.5	10	0.5	0.1	3	0.1	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_301
2000	0.9	0.5	10	0.5	0.1	3	0.1	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_302
2000	0.9	0.5	10	0.5	0.1	3	0.1	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_303
2000	0.9	0.5	10	0.5	0.1	3	0.1	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_304
2000	0.9	0.5	10	0.5	0.1	3	0.25	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_305
2000	0.9	0.5	10	0.5	0.1	3	0.25	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_306
2000	0.9	0.5	10	0.5	0.1	3	0.25	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_307
2000	0.9	0.5	10	0.5	0.1	3	0.25	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_308
2000	0.9	0.5	10	0.5	0.1	3	0.5	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_309
2000	0.9	0.5	10	0.5	0.1	3	0.5	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_310
2000	0.9	0.5	10	0.5	0.1	3	0.5	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_311
2000	0.9	0.5	10	0.5	0.1	3	0.5	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_312
2000	0.9	0.5	10	0.5	0.25	0.5	0.1	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_0.5_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_313
2000	0.9	0.5	10	0.5	0.25	0.5	0.1	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_0.5_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_314
2000	0.9	0.5	10	0.5	0.25	0.5	0.1	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.5_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_0.5_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_315
